id,cltv
89487,122802.24679873454
89488,87579.48485426325
89489,52232.95088324935
89490,90475.6778429393
89491,110004.48620215394
89492,104936.2654501759
89493,49600.10175335859
89494,47758.643574877475
89495,103626.46170061025
89496,101565.91390556822
89497,135264.4478510972
89498,102046.47594783759
89499,51016.29010236084
89500,114761.70254161858
89501,60472.63321993672
89502,44186.03544196375
89503,154363.56590666677
89504,155128.28521435597
89505,84546.64635654754
89506,50690.505684438125
89507,117608.57038095618
89508,95078.70085136958
89509,145101.35938806276
89510,50529.209412986005
89511,129421.26304613665
89512,143829.95309247967
89513,103938.14220043938
89514,133456.93595302937
89515,110974.34200334825
89516,48991.403734757405
89517,94513.93313558272
89518,51219.68251158919
89519,133842.13383461643
89520,63583.756703283274
89521,110655.41142552998
89522,51227.74008450919
89523,53096.67155571485
89524,50815.1829383941
89525,98707.45951870571
89526,54537.49904871059
89527,53047.61755165515
89528,100004.88777998733
89529,110650.8686696314
89530,132085.89321894431
89531,142666.92764602473
89532,49698.14143950591
89533,60350.93988004938
89534,99402.50154229549
89535,112775.82361916146
89536,114607.96053273535
89537,123856.37209331944
89538,141008.36853162188
89539,130682.08912502271
89540,56480.18181849944
89541,118311.60519391947
89542,88703.71018460138
89543,59118.79604716334
89544,111908.38150114103
89545,50445.728431241165
89546,157990.56779657016
89547,97971.67207837562
89548,124652.71055397157
89549,98806.77863120992
89550,59490.17426883432
89551,109674.86909077171
89552,87862.62184399598
89553,123991.48187045136
89554,57962.83593203865
89555,51774.15349803558
89556,98099.42667369056
89557,114005.38701968231
89558,149795.17253586836
89559,112896.27461298095
89560,49444.20874920378
89561,125681.22797103542
89562,132482.1844210504
89563,97077.3068674636
89564,141665.1212860575
89565,97299.06519010013
89566,129317.93133670212
89567,96639.38577637135
89568,133925.4100277909
89569,95074.53023502989
89570,128459.44216080899
89571,116410.8565610522
89572,56451.32087770301
89573,56145.98528159774
89574,49245.933946376164
89575,156231.9289264618
89576,116333.78879026193
89577,55548.35524960231
89578,89838.34817140466
89579,138549.96349567917
89580,129305.84433184651
89581,125949.28056103969
89582,50713.72045210273
89583,111788.11163515192
89584,100951.93772456399
89585,49053.73192544503
89586,49520.206240958745
89587,50722.145254600146
89588,47219.66481533652
89589,49966.53862591775
89590,118986.9728962722
89591,153703.64602394577
89592,109963.81224528895
89593,135250.9514323724
89594,96648.10776929032
89595,117923.41552764225
89596,92865.02070293494
89597,51188.697312821634
89598,111413.16381300215
89599,112374.31735107851
89600,105131.90546009308
89601,126765.26268107865
89602,141224.19809099345
89603,108483.71724290296
89604,146897.76635382074
89605,107206.1057707365
89606,128217.94367269926
89607,112807.98794580835
89608,128125.79341917351
89609,115331.9027311193
89610,99647.51920306422
89611,100625.98846306214
89612,154630.79898563251
89613,113474.3277497256
89614,53156.348483475034
89615,96845.15954868957
89616,147671.67571561932
89617,46257.43563922535
89618,88881.10924202137
89619,49990.87028062357
89620,90161.50410311906
89621,154888.75074723168
89622,111876.13861738847
89623,122359.03005599821
89624,144176.23975703408
89625,54811.73671271298
89626,110528.80549560733
89627,52313.009219688094
89628,46149.14069122967
89629,143430.2670197581
89630,113462.44498780886
89631,127496.18256987282
89632,47913.24053142178
89633,105026.26741715845
89634,119870.61836339215
89635,126200.65615772223
89636,131091.3411248367
89637,48399.129665164975
89638,93717.09036350602
89639,108005.43529481298
89640,117395.17151110039
89641,50927.37562103204
89642,47781.5819437577
89643,90915.72759354279
89644,129276.20225717733
89645,125784.01809630962
89646,140885.59286559554
89647,47772.33026877592
89648,49316.836692452634
89649,109873.75865680417
89650,108094.99559376178
89651,82801.30065649009
89652,103184.32557693751
89653,112239.01084478581
89654,110156.02844344103
89655,144740.06594435035
89656,103362.04576376194
89657,47280.3288315299
89658,135930.38134342548
89659,132686.18143032538
89660,122398.74161213556
89661,99589.6996062268
89662,132743.93632408188
89663,52411.59135651288
89664,53956.30709245226
89665,94209.18329703239
89666,46774.666713572195
89667,52133.34990881429
89668,143699.89093774967
89669,101207.8530159875
89670,142519.74126655277
89671,112341.1497711041
89672,117725.46030040723
89673,53524.340777750906
89674,142434.9583684189
89675,112311.10458576794
89676,49973.52468381839
89677,50605.35780563597
89678,121404.81300457874
89679,128458.2803043057
89680,47414.363875088166
89681,106445.15340257484
89682,49276.95664879355
89683,123843.03231838212
89684,88827.31940151959
89685,116854.71109737903
89686,53207.15837726819
89687,48077.397566460495
89688,113901.75702801206
89689,51121.34260396869
89690,115993.0971249499
89691,54520.76419725442
89692,106632.07326275855
89693,153376.10471234692
89694,104460.1704442746
89695,122502.99804495723
89696,109340.86086078791
89697,59199.86115166924
89698,121207.66407567263
89699,49894.47227267589
89700,45935.15454476065
89701,88826.4438920953
89702,140505.73542154126
89703,49277.0961199834
89704,146695.32624388626
89705,118162.45284654282
89706,101685.27780091605
89707,50958.87618372102
89708,131641.49386992407
89709,52544.634482500405
89710,105708.71262129581
89711,118753.38189716224
89712,119692.23147833876
89713,111327.83113013061
89714,148621.10197613432
89715,145815.14632354816
89716,49582.46996468335
89717,156030.53140970253
89718,98823.0448439355
89719,120061.0286862855
89720,74306.11749268378
89721,130446.22478569526
89722,46858.554243022365
89723,93811.19871977484
89724,91982.88465402903
89725,119864.41478907551
89726,49844.61526327855
89727,48436.19756602399
89728,53963.945764243224
89729,157376.92005948385
89730,97299.06519010013
89731,136138.50657404683
89732,49430.34892338582
89733,128164.60026682957
89734,115436.54550949328
89735,134769.02934956306
89736,89523.81834175713
89737,129014.29613123274
89738,47982.409785656535
89739,50207.85093197033
89740,125420.55583842966
89741,106633.95009021608
89742,121893.0145956874
89743,109644.28880685709
89744,46496.825428896045
89745,123527.9733851972
89746,47478.90478719061
89747,123836.07845361547
89748,114722.98817839059
89749,56196.689702909796
89750,113888.37204011455
89751,113165.70959287201
89752,45581.98902050707
89753,121747.86977626257
89754,123640.41954790325
89755,123312.93337407224
89756,50691.754071398
89757,139972.33348375294
89758,120198.92157186169
89759,129221.52500719935
89760,51229.392570968295
89761,128646.81699260545
89762,123494.59068674572
89763,111845.33480030634
89764,99321.99773215728
89765,123014.12748278482
89766,141060.54620946338
89767,145831.68497552545
89768,97634.83572762622
89769,110943.63997549341
89770,65413.13624863117
89771,119223.08072348422
89772,110474.82740395977
89773,107360.8570423474
89774,143237.04686130703
89775,129641.91329145989
89776,120650.52384644045
89777,103440.13598990133
89778,178898.28943457766
89779,46913.07682031719
89780,54561.520355607274
89781,106175.83201382027
89782,97962.44537015518
89783,134556.89694093596
89784,83601.0753149997
89785,103173.42760001688
89786,117946.92173369684
89787,110805.03774782861
89788,153878.93862803213
89789,54872.13299929131
89790,123638.16885294174
89791,51675.242666019
89792,107411.7846116828
89793,157613.10795372882
89794,154061.84117320742
89795,108083.59576912769
89796,53105.608371653
89797,114478.45056393192
89798,48475.423143135966
89799,49025.29223117937
89800,115380.20859991576
89801,98323.00464292291
89802,146896.23087921832
89803,134643.53600237178
89804,120286.03612631168
89805,110289.2478079696
89806,122171.94153617516
89807,103404.88286743057
89808,48057.19490820995
89809,134969.7331631062
89810,107551.27649392908
89811,88367.04707243427
89812,49848.10759741234
89813,47127.87007821913
89814,50213.77120588686
89815,63850.71832154174
89816,139868.75420970735
89817,121019.008759137
89818,51404.24342108678
89819,119170.3894506442
89820,51499.157264087604
89821,48081.010738478624
89822,46437.93581286504
89823,47656.984315783055
89824,116571.75785866223
89825,50136.02970114092
89826,121496.46312334383
89827,112450.87928888803
89828,132978.13669879065
89829,105697.63834206108
89830,51322.75865292098
89831,139207.63922828608
89832,101728.1414400155
89833,51480.019104599596
89834,109456.12889188413
89835,49164.28657082359
89836,114950.0953919917
89837,93855.2380638719
89838,49001.33580260555
89839,112391.29638101954
89840,132422.69945190885
89841,54228.98723398882
89842,61409.72249089238
89843,131626.5504190952
89844,46717.0580296788
89845,45897.412412574806
89846,117617.35604750406
89847,88276.13942689712
89848,46578.471192273915
89849,53848.52199175541
89850,50743.46831263776
89851,122466.79483279891
89852,117116.62584932572
89853,146617.16036201638
89854,116603.67803173879
89855,114029.51712803416
89856,148288.68599701807
89857,49986.33037955166
89858,104266.82060980686
89859,94600.63905735948
89860,47852.04275669914
89861,147105.47694878554
89862,113417.24821771296
89863,108086.27421135695
89864,88598.54327794666
89865,47987.822257260734
89866,137120.14831130937
89867,154576.31226047885
89868,50248.23461179643
89869,101160.58059270293
89870,168004.05353244665
89871,65846.91657339073
89872,114376.90010133787
89873,168612.60905233395
89874,96647.86547745252
89875,107668.17063324989
89876,122501.48498380842
89877,68465.16144492765
89878,49891.911054631186
89879,46496.825428896045
89880,45662.47212529718
89881,130925.14211603852
89882,136774.19058401382
89883,109445.44629574545
89884,113399.05416437914
89885,118419.87550099743
89886,97971.67207837562
89887,125686.60969732932
89888,128513.6527596727
89889,158781.45827414098
89890,85376.83854141679
89891,128987.74440138199
89892,49577.32432983277
89893,109260.05904718424
89894,45975.13494032143
89895,54063.91316032615
89896,114684.30405057195
89897,111732.87817426841
89898,52877.56763142365
89899,139259.52236125796
89900,84197.14793935227
89901,107855.88285066882
89902,131420.701071005
89903,127321.40783594508
89904,85814.95306927449
89905,56423.871034313685
89906,138913.2968105602
89907,98843.9875124962
89908,50130.46299954872
89909,120105.50885917952
89910,128012.08351713738
89911,101313.91071912364
89912,101907.3007996356
89913,60385.110974780175
89914,104054.75091210564
89915,125220.62409704289
89916,116568.75343312121
89917,142271.64705451403
89918,115414.59988254878
89919,127893.72987868814
89920,50497.14739960328
89921,125747.65268431717
89922,110961.36089164132
89923,144639.60347753597
89924,116007.42004244833
89925,48874.9855937252
89926,57612.34183478319
89927,95904.46717836456
89928,135073.2870721989
89929,140305.98381891218
89930,118126.96422443225
89931,153896.49962182704
89932,128978.0703701482
89933,49967.52838946232
89934,120974.3800471615
89935,128406.86038794338
89936,51355.61942230301
89937,115362.59004105024
89938,113923.6094508148
89939,136069.06948713784
89940,48082.73862567984
89941,143266.6667093552
89942,98633.78105660246
89943,157599.0572993132
89944,123170.66763768578
89945,110445.91424076747
89946,89502.69946677795
89947,125705.38812807132
89948,99048.51003936701
89949,119638.79730198235
89950,99925.05116934406
89951,58158.77023065649
89952,125306.20742593816
89953,129641.91329145989
89954,97514.71876651914
89955,98871.3543935107
89956,115093.20792234535
89957,56387.51158538615
89958,102615.96849025662
89959,94121.94333873496
89960,156664.1535796871
89961,48519.31535087392
89962,111262.284379182
89963,52667.07455451724
89964,98065.03261000739
89965,112204.6133744787
89966,104294.5394368241
89967,98770.46607878787
89968,121532.02641583643
89969,122883.41543151406
89970,155754.39094567203
89971,47790.82321899352
89972,105154.51038140955
89973,49529.53673348081
89974,122417.90790544297
89975,142929.6386497037
89976,49521.65986564283
89977,93378.9383565119
89978,136169.06321931843
89979,100246.93964504097
89980,130700.83903339763
89981,51190.256439961406
89982,139543.91511751243
89983,65891.41296888323
89984,170723.83163941957
89985,116090.31606764469
89986,154477.90715130718
89987,54222.00657002575
89988,52904.711364281815
89989,50416.22935209976
89990,127633.44879514181
89991,93620.81555653554
89992,121182.51833088245
89993,126148.13089548178
89994,52639.143776718294
89995,51327.49200703297
89996,49359.33919764704
89997,121870.7473944516
89998,47262.34402298909
89999,151314.82520351492
90000,47767.02850124349
90001,49624.120095442035
90002,132952.2055225752
90003,118804.06551190639
90004,138989.36516993193
90005,139988.3725297317
90006,46312.79443825476
90007,124070.83885305675
90008,130886.06703120473
90009,51213.82763136399
90010,48574.65600988498
90011,57193.40645993945
90012,116141.80981298872
90013,155342.0626733658
90014,154094.4645437128
90015,51883.27752108021
90016,100804.44787235095
90017,136232.99452936792
90018,91521.37419124738
90019,47372.64043148155
90020,47895.49996939458
90021,117910.52531947367
90022,49518.97493941271
90023,146598.53603260353
90024,93514.61449247542
90025,134231.012966651
90026,121472.77517751363
90027,120054.47517339248
90028,47213.628117665
90029,55882.011743380084
90030,51419.59778106199
90031,179222.14172856975
90032,48825.617586987624
90033,103836.98141925748
90034,87301.28092883463
90035,106457.7900818669
90036,128597.16713018143
90037,47944.28253169192
90038,100167.2162930445
90039,49256.768509824375
90040,161380.00749787505
90041,53164.43772206615
90042,106669.01686338012
90043,123699.21522401007
90044,104493.13532706792
90045,168879.12498504666
90046,55233.28384702471
90047,122065.39044625768
90048,134892.66555315844
90049,49810.354548646676
90050,148356.4473364515
90051,49899.41490347715
90052,52375.49664488788
90053,52471.57736384748
90054,114631.06676291418
90055,50633.1049939008
90056,99805.73160367834
90057,50799.58596112477
90058,111104.92706087058
90059,137592.42949299858
90060,73397.43031785025
90061,139227.0990361197
90062,53862.118853693115
90063,54095.12784576082
90064,93275.5555233021
90065,54715.832554215536
90066,152082.38194657405
90067,142377.18435517338
90068,119432.57354612349
90069,113423.48447709795
90070,110502.34558377766
90071,59897.20727549426
90072,148690.05818797185
90073,131976.63906675842
90074,45917.72842345228
90075,48436.19756602399
90076,52483.34821578673
90077,142793.40271092614
90078,112485.98687272573
90079,52479.8554606072
90080,56802.01708185202
90081,129520.64059675123
90082,51608.231584334535
90083,122568.6207820174
90084,120079.47505502428
90085,97573.11977049962
90086,122250.15957387569
90087,135837.77145584754
90088,162078.92800345598
90089,53497.37890534116
90090,53194.7054013891
90091,49871.68654612568
90092,146662.46587494796
90093,48207.591553647355
90094,56151.77408072574
90095,61394.64340353037
90096,93356.29893224072
90097,138943.14567902635
90098,94761.6390484069
90099,49780.61496932789
90100,53559.942814153605
90101,112917.66881903376
90102,56965.66134158296
90103,123535.28002170028
90104,131705.48828112584
90105,148054.68203586355
90106,118487.22936576048
90107,53939.714674602816
90108,53027.05953072152
90109,47319.42965078312
90110,108629.43009980224
90111,111875.75500896417
90112,104220.91531643971
90113,94389.66058792335
90114,60264.62500601573
90115,90799.97688640388
90116,156661.23407227645
90117,107229.83836371935
90118,141602.80484680543
90119,102407.83199783028
90120,125997.65346926893
90121,47142.75429682141
90122,118531.05721656537
90123,47565.08693081708
90124,107907.7691149325
90125,145089.864080398
90126,124364.19991456628
90127,111273.24313053256
90128,49426.920971914995
90129,110797.86174910766
90130,108674.79002299765
90131,109192.0390973605
90132,159561.5480317948
90133,123345.13823649545
90134,54779.94742815991
90135,48927.40545715756
90136,100041.43550630665
90137,47737.93201470255
90138,96934.12299497021
90139,114736.97753418915
90140,117578.24766383963
90141,63882.13449124759
90142,173786.90587058265
90143,132196.46851506474
90144,59458.43690708696
90145,52040.176326909306
90146,135497.30032739087
90147,111586.07849061824
90148,51988.009327851534
90149,50562.061658215585
90150,48024.690949504
90151,88800.78533400434
90152,49557.910833589165
90153,109479.36823027281
90154,50836.11923684548
90155,110748.20341100503
90156,122646.31329886358
90157,97797.66373806093
90158,112088.19748779031
90159,52931.976584042335
90160,114949.18579330467
90161,140637.3426098012
90162,152262.4789865958
90163,142381.34631729414
90164,48758.44057607344
90165,55329.67748096794
90166,154375.84548415107
90167,55497.41653182624
90168,46776.81694656476
90169,50654.930432267836
90170,74356.56754961754
90171,109320.93620673582
90172,52105.111034748916
90173,125300.82895216731
90174,107001.30055719469
90175,152684.34634984922
90176,125715.53983804822
90177,48958.96974762927
90178,120202.45509392826
90179,94580.05728885597
90180,131992.07232582418
90181,54720.755091321094
90182,53486.47556437548
90183,165988.84619029515
90184,125558.72455082908
90185,103502.66970356974
90186,126595.43273362784
90187,114728.38890282018
90188,140265.56139819868
90189,108035.26667666565
90190,53471.539539470636
90191,112179.58784729037
90192,56457.937842337764
90193,125230.78017261098
90194,98642.41669487597
90195,126209.61020809549
90196,49722.099124217144
90197,49569.67468878556
90198,87975.81065055625
90199,109742.55044014915
90200,56246.94807403287
90201,48482.63678728079
90202,133577.5894310452
90203,163480.47134139028
90204,118024.40814302914
90205,112659.7200650027
90206,113729.5165447028
90207,125560.78527651868
90208,110130.03814053656
90209,55152.06608214792
90210,132738.00427523436
90211,52915.036602946675
90212,138571.3646440643
90213,105786.86394864344
90214,118742.61038880935
90215,46429.46814468235
90216,122959.87747537131
90217,118992.86915281731
90218,110749.53733718029
90219,126330.93012717094
90220,144716.53408510113
90221,105915.73053302457
90222,145787.30239035582
90223,131400.4756026541
90224,55463.736018907046
90225,48510.67287523173
90226,108256.76215091722
90227,50908.98432033236
90228,48482.63678728079
90229,132929.09026912056
90230,50567.413581482564
90231,56711.548413137745
90232,132114.40816058934
90233,55591.70103643706
90234,108369.79275585382
90235,126373.22482713836
90236,46130.429316601876
90237,140242.16953974622
90238,121815.62190794188
90239,45644.69207537015
90240,93356.29893224072
90241,89109.82981339932
90242,46664.53023176733
90243,49450.51170707762
90244,49089.17084826312
90245,53809.29843096288
90246,51276.97008035629
90247,139834.60678866322
90248,48323.66617350167
90249,117107.40520483961
90250,150680.22782456776
90251,110292.68691687268
90252,123683.5539733533
90253,115288.16923126108
90254,125367.02362877873
90255,120075.74538242762
90256,55358.30235445107
90257,124731.64371447582
90258,56193.32567919309
90259,103431.07850231476
90260,123981.77795759108
90261,123224.45821298707
90262,121704.23189439398
90263,112119.53742632722
90264,135777.22049935328
90265,129676.04736065667
90266,94817.32399416516
90267,128799.95967166046
90268,119456.84769614528
90269,124718.64576771982
90270,154732.01247098146
90271,154375.84548415107
90272,139051.6406006706
90273,128557.24641816599
90274,44819.876809807785
90275,94367.11168974097
90276,51128.68564684356
90277,104713.24407200821
90278,126389.24634721478
90279,123208.61515190607
90280,49857.13046694082
90281,92862.40344344913
90282,126779.54125532978
90283,47927.03610846668
90284,96542.05335110816
90285,51225.494817013205
90286,117871.78681377492
90287,90438.75786873286
90288,50178.615703485506
90289,49569.67468878556
90290,132876.62083333026
90291,52734.94764991727
90292,54930.320040791055
90293,74378.14775723038
90294,99456.71529841721
90295,49785.18200563915
90296,49960.926760751034
90297,136271.421044215
90298,50074.50990983175
90299,125000.68691696668
90300,52103.8162672146
90301,43299.349226577506
90302,104883.33705844909
90303,116475.95873235079
90304,108949.78135369848
90305,51437.825158801264
90306,133142.7058316278
90307,114452.25087605606
90308,133697.17606182647
90309,59717.214680835656
90310,60726.338226597036
90311,118775.9902918237
90312,115329.84425251844
90313,93036.80199406926
90314,124290.11390537613
90315,145582.3612644954
90316,113101.18493964241
90317,111937.4189401019
90318,151560.87626697487
90319,131021.98215647356
90320,120466.87895715547
90321,52088.97029397292
90322,117871.78681377492
90323,99517.39621358218
90324,99899.64605117675
90325,47547.14616423346
90326,59278.7475787379
90327,49437.54988666792
90328,54063.99876082075
90329,133950.5078426512
90330,134236.82540171174
90331,115417.5528977823
90332,109478.51713452142
90333,48757.26638380624
90334,52691.832890052974
90335,98761.42503448813
90336,48482.63678728079
90337,119098.20593308998
90338,48924.716592508055
90339,114106.55367414647
90340,52613.03865581644
90341,152810.68759122002
90342,115558.69770448768
90343,54900.71413212349
90344,116905.61573550051
90345,123638.16885294174
90346,119379.21950200122
90347,126873.89565796782
90348,49017.741495871145
90349,152298.47382508827
90350,127005.21674463824
90351,97148.74260603523
90352,107058.5486554953
90353,158734.261994177
90354,56185.14691285309
90355,120183.94996213575
90356,49969.067237036885
90357,91898.87801124944
90358,57703.115438004315
90359,49812.62221972522
90360,139803.20689676877
90361,96314.54777811424
90362,50490.92999966121
90363,101943.11587548749
90364,134366.54420315629
90365,49414.483129212866
90366,113117.17450351708
90367,125321.01578002665
90368,101200.80830658518
90369,122521.1352181196
90370,88800.78533400434
90371,129700.9798169589
90372,154497.9518401742
90373,112966.04167231711
90374,119817.32766164887
90375,113720.86401755316
90376,109243.2941804205
90377,49322.24561517865
90378,48746.01695295226
90379,101592.76115053563
90380,109943.2736419707
90381,122051.19912690017
90382,126153.42335635028
90383,153779.42859437887
90384,125054.81102677487
90385,138316.165986662
90386,117829.8708576108
90387,127946.6370301653
90388,130063.81426593638
90389,132599.76422443555
90390,51430.62672019572
90391,51067.09974643068
90392,100942.98997844079
90393,105483.49081962954
90394,122410.96142574397
90395,137168.12214086537
90396,47051.74802423377
90397,120761.23711970242
90398,153993.4140591275
90399,49953.50979422006
90400,137041.75235265098
90401,113197.6788045111
90402,139800.01286921374
90403,109359.38682447288
90404,85866.9034732299
90405,130099.3573900712
90406,165813.9427270586
90407,121981.0901555028
90408,145348.6301531735
90409,118234.62288528151
90410,53279.87502551675
90411,131421.80597533585
90412,153264.49537641485
90413,107444.99776235607
90414,112273.61997848871
90415,122716.86814220928
90416,52154.85571215947
90417,106390.83388298443
90418,49502.99693046258
90419,129828.27777813503
90420,117395.9125292632
90421,117716.04891121158
90422,51273.686480970035
90423,122082.00771433316
90424,137244.42141394573
90425,125636.95493730904
90426,126418.77347722561
90427,107243.27127432753
90428,46837.1540114597
90429,56435.17254921517
90430,135335.13645270362
90431,128302.80812374003
90432,99473.98872705428
90433,117671.42767648367
90434,134968.05939038386
90435,125910.03743078397
90436,47737.30241387472
90437,104123.37142970742
90438,44471.51241357385
90439,97344.61139750372
90440,95676.24031867797
90441,52825.559619304484
90442,50092.49652233174
90443,146085.53467685904
90444,164479.94987304867
90445,48199.21185325802
90446,54517.697023539156
90447,91559.98256049455
90448,106904.33052014474
90449,164145.25809024216
90450,116380.19699135024
90451,49414.483129212866
90452,166983.1033982659
90453,49169.48486760699
90454,140295.83024311645
90455,101425.32625108736
90456,47644.0834578142
90457,117868.66987628225
90458,98503.43868142368
90459,102904.7451398103
90460,62436.11818019677
90461,50012.92924390854
90462,58888.75570798758
90463,114881.63307572906
90464,115119.99608954176
90465,130458.95363642044
90466,139628.06387630713
90467,142816.66323224347
90468,52251.191539357475
90469,113417.27981838731
90470,106405.66670358143
90471,99734.06662537625
90472,101873.11919579741
90473,53491.345899786706
90474,95839.00081463566
90475,49414.483129212866
90476,50847.13529796532
90477,53980.83777768137
90478,136369.83104438722
90479,51793.71110846409
90480,135252.4298831565
90481,124218.97097247432
90482,97064.44494760953
90483,57869.556808468136
90484,128336.45569572115
90485,130108.47830332049
90486,153361.90618713872
90487,51560.049682854326
90488,124367.10894905782
90489,126307.15778242037
90490,118769.2792150892
90491,110035.47064213306
90492,50498.85975014048
90493,105768.4288232724
90494,131921.95964567957
90495,56976.15253292867
90496,53592.474389631054
90497,107443.24355294563
90498,55261.004299484644
90499,104207.02076543625
90500,58393.394335340585
90501,88425.14480422196
90502,107336.1109728739
90503,57392.68850815055
90504,48258.126694857485
90505,142838.2066213435
90506,147905.0040930139
90507,106777.37533688691
90508,137143.57711592963
90509,55834.34279040729
90510,140162.94178289257
90511,124120.2073972993
90512,52506.54662827224
90513,97830.81605772502
90514,47841.02615399624
90515,141743.09284397078
90516,115200.9268851689
90517,47287.016139425956
90518,49082.45199193257
90519,96346.01316613269
90520,79373.3449851663
90521,52208.29331030808
90522,103667.68698173107
90523,104886.36311972448
90524,91444.83335068323
90525,134193.67832424276
90526,49628.43799968998
90527,98022.34878313227
90528,121882.44437982653
90529,111004.29283209334
90530,50472.93817684264
90531,101626.20037947627
90532,144742.6448728565
90533,159064.03744830174
90534,118954.9871750056
90535,45489.07679831893
90536,148895.29052328493
90537,52629.49010438261
90538,63892.99336535663
90539,51479.11651205445
90540,117597.81768309491
90541,111639.11302184255
90542,98414.43224475873
90543,108638.83174092445
90544,156150.21308993665
90545,48484.96728906542
90546,49912.77824690364
90547,156750.87861884132
90548,85833.71750479142
90549,117925.12828194995
90550,146053.9785895443
90551,132231.23431376196
90552,132059.73694163674
90553,132991.46320338215
90554,141823.70554120463
90555,101830.62931501147
90556,49306.2103724371
90557,103795.53269657856
90558,109963.78957009185
90559,55338.39219836227
90560,118600.4378572092
90561,46822.65365487515
90562,119705.46520646369
90563,144019.2249979403
90564,97183.89547731398
90565,98210.62449160694
90566,55240.64720184639
90567,119082.3495115565
90568,120482.7980830031
90569,141512.77995844692
90570,110318.01016047457
90571,138101.10078893718
90572,122976.20825303697
90573,111362.66716384838
90574,120915.25446119212
90575,130152.35976076963
90576,53032.310304713246
90577,48122.08485422905
90578,118002.84744338515
90579,47670.73107135035
90580,105744.3597018638
90581,134785.50840244733
90582,123165.43837580194
90583,95904.46717836456
90584,124711.4033876573
90585,117586.21865565318
90586,100639.32882126236
90587,51594.57382177953
90588,52974.75496189692
90589,131153.71919723117
90590,47369.41612559636
90591,95904.46717836456
90592,126031.03394700751
90593,125472.05969182498
90594,112943.05050079047
90595,130808.62240689326
90596,99895.1068133413
90597,133242.55619387707
90598,144964.59856034585
90599,69189.72502062892
90600,114298.7309717152
90601,120823.10714824715
90602,113944.33531790033
90603,104220.9526520819
90604,49775.150293170176
90605,107819.68346686999
90606,122116.31892185315
90607,55061.53663128973
90608,129471.3936568979
90609,119804.80456832753
90610,88658.5858346962
90611,115229.02989295914
90612,99331.66396237447
90613,100934.18307523233
90614,44900.56975053532
90615,157840.72943609848
90616,165411.39049318703
90617,114349.52694572121
90618,106716.22111653935
90619,89217.44455058209
90620,158716.15034193732
90621,45235.162053368425
90622,126063.38458986147
90623,105144.04035635247
90624,51595.026170112375
90625,86248.96648703497
90626,49957.87015057555
90627,108934.41218432623
90628,122010.59155777666
90629,48992.61458633519
90630,48910.007422812894
90631,117696.59482106195
90632,48129.241782155455
90633,102591.33622667415
90634,100702.26928659725
90635,116203.16924966352
90636,86954.54004258288
90637,50703.249930935104
90638,140684.98017403725
90639,159498.213436077
90640,57049.988048468775
90641,128588.67135289239
90642,89300.12968169225
90643,140476.16291818168
90644,45790.84978420739
90645,99528.18271115565
90646,58242.14966822262
90647,48742.557696888085
90648,96903.67235950028
90649,55114.94116693244
90650,115336.33634700453
90651,98999.5405741619
90652,115422.61215646019
90653,135907.8111810525
90654,156322.69889179117
90655,143452.30136909144
90656,137428.8956409904
90657,58185.620401253494
90658,48647.0491811818
90659,124530.122964081
90660,47530.80749372201
90661,136895.82059724114
90662,48264.66775566378
90663,107505.1612572311
90664,98005.25736371282
90665,137510.05140635165
